id|song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
427|Estoy de Ti Enamorado|Juan Gabriel|Si quieres, me estoy contigo toda la vida hasta que muera Si quieres puedo ayudarte a que me quieras, a que me quieras un poco mas....Yo me estaria toda la vida siempre contigo no creas mi vida, que es mentira lo que te digo yo me estaria ay toda la vida siempre a tu lado porque mi vida, yo estoy de ti enamoradoDe que me gustas es verdad, de que te quiero es verdad mas si quieres aceptar no necesitas decir si tan solo besame y sabras que como un loco estoy de ti enamorado...Yo me estaria toda la vida siempre contigo no creas mi vida, que es mentira lo que te digo yo me estaria ay toda la vida siempre a tu lado porque mi vida, yo estoy de ti enamoradoDe que me gustas es verdad, de que te quiero es verdad mas si quieres aceptar no necesitas decir si tan solo besame y sabras que como un loco estoy de ti enamorado...|Si quieres, me estoy contigo toda la vida hasta que muera Si quieres puedo ayudarte a que me quieras, a que me quieras un poco mas....<>Yo me estaria toda la vida siempre contigo no creas mi vida, que es mentira lo que te digo yo me estaria ay toda la vida siempre a tu lado porque mi vida, yo estoy de ti enamorado<>De que me gustas es verdad, de que te quiero es verdad mas si quieres aceptar no necesitas decir si tan solo besame y sabras que como un loco estoy de ti enamorado...<>Yo me estaria toda la vida siempre contigo no creas mi vida, que es mentira lo que te digo yo me estaria ay toda la vida siempre a tu lado porque mi vida, yo estoy de ti enamorado<>De que me gustas es verdad, de que te quiero es verdad mas si quieres aceptar no necesitas decir si tan solo besame y sabras que como un loco estoy de ti enamorado...<>|es|824|[('active', 13.684195280075073), ('sexual_harassment', 7.879948616027832), ('stereotype', 4.968199506402016), ('dominance', 2.7049900963902473)]|('De que me gustas es verdad, de que te quiero es verdad mas si quieres aceptar no necesitas decir si tan solo besame y sabras que como un loco estoy de ti enamorado...', ('sexual_harassment', 56.57038688659668), 3)
428|Loco Enamorado|Juan Gabriel|Soy un loco enamorado Que piensa en ti todavía El mismo aquel que no te olvida corazónSigo de ti enamorado Tú sigues siendo en mi vida De todas la más querida Sigues siendo mi  gran amorYo no consigo olvidarte No puedo no se que me pasa Tan grande es mi amor Yo quisiera olvidarte no puedo Te recuerdo a diario desde aquel adiósNo se si ya me olvidaste No si aun me recuerdes Lo que si se es que te quiero Más que ayer Y desde que tu te fuiste De tanto estarte esperando Me e vuelto un loco pensando Que  por que nunca has  de volverY no consigo olvidarte No puedo no se que me pasa Tan grande es mi amor Yo quisiera olvidarte no puedo Te recuerdo a diario desde aquel adiós.Y cada vez es más Este amor por ti Como he de olvidar De tanto intentar Loco me volvía y tu que puedes Ven ayúdame a olvidarte Ven ayúdame a olvidarte Por favor…Que cada vez es más Este amor por ti Como he de olvidar De tanto intentar Loco me volvía y tu que puedes Ven ayúdame a olvidarte (ooooooo) Ven ayúdame a olvidarte Por favor… Que cada vez es más Este amor por ti Como he de olvidar|Soy un loco enamorado Que piensa en ti todavía El mismo aquel que no te olvida corazón<>Sigo de ti enamorado Tú sigues siendo en mi vida De todas la más querida Sigues siendo mi  gran amor<>Yo no consigo olvidarte No puedo no se que me pasa Tan grande es mi amor Yo quisiera olvidarte no puedo Te recuerdo a diario desde aquel adiós<>No se si ya me olvidaste No si aun me recuerdes Lo que si se es que te quiero Más que ayer Y desde que tu te fuiste De tanto estarte esperando Me e vuelto un loco pensando Que  por que nunca has  de volver<>Y no consigo olvidarte No puedo no se que me pasa Tan grande es mi amor Yo quisiera olvidarte no puedo Te recuerdo a diario desde aquel adiós.<>Y cada vez es más Este amor por ti Como he de olvidar De tanto intentar Loco me volvía y tu que puedes Ven ayúdame a olvidarte Ven ayúdame a olvidarte Por favor…<>Que cada vez es más Este amor por ti Como he de olvidar De tanto intentar Loco me volvía y tu que puedes Ven ayúdame a olvidarte (ooooooo) Ven ayúdame a olvidarte Por favor… Que cada vez es más Este amor por ti Como he de olvidar<>|es|1065|[('active', 2.867266908288002), ('stereotype', 2.2431541234254837), ('sexual_harassment', 1.8141623586416245), ('dominance', 1.4344140887260437)]|('Que cada vez es más Este amor por ti Como he de olvidar De tanto intentar Loco me volvía y tu que puedes Ven ayúdame a olvidarte (ooooooo) Ven ayúdame a olvidarte Por favor… Que cada vez es más Este amor por ti Como he de olvidar', ('stereotype', 4.192662611603737), 0)
429|La bella y la bestia|Mijares Y Lucero|Fábula ancestral, sueño hecho verdad Belleza y fealdad, juntos hallarán Mas que una amistadAlgo allí cambió, y en su corazón Una historia ideal, mágico final Bella y bestia sonSiempre será igual, siempre sin pensar Siempre existirá, como una verdad De que el sol saldráFábula ancestral, canto celestial Es tan singular, que te hace cambiar Lo que estaba malFábula ancestral, canto celestial Es tan singular, que te hace cambiar Lo que estaba malSiempre como el sol, surge la ilusión Fábula ancestral, música inmortal Bella y bestia sonFábula ancestral, música inmortal Bella y bestia son|Fábula ancestral, sueño hecho verdad Belleza y fealdad, juntos hallarán Mas que una amistad<>Algo allí cambió, y en su corazón Una historia ideal, mágico final Bella y bestia son<>Siempre será igual, siempre sin pensar Siempre existirá, como una verdad De que el sol saldrá<>Fábula ancestral, canto celestial Es tan singular, que te hace cambiar Lo que estaba mal<>Fábula ancestral, canto celestial Es tan singular, que te hace cambiar Lo que estaba mal<>Siempre como el sol, surge la ilusión Fábula ancestral, música inmortal Bella y bestia son<>Fábula ancestral, música inmortal Bella y bestia son<>|es|587|[('stereotype', 2.7325114235281944), ('active', 2.2735612466931343), ('passive', 1.7161831259727478), ('dominance', 1.2617562897503376)]|('Fábula ancestral, música inmortal Bella y bestia son', ('stereotype', 2.1381251513957977), 0)
430|Nena Nenita|Antonio Prieto|Nena, nena nenita Y si tú piensas también en un niño niñito, Cerca de ti. Nena, nena nenita Y si tú sueñas también con un niño niñito, Ese soy yo. Nena, nenita querida, Te busco, te sigo por donde tú vas, Mira por donde tú quieras, Cuando tú lo quieras Y ahí me verás. Nena, nena nenita Y si tú sueñas también con un niño niñito, Ese soy yo.Música.Nena, nena nenita Y si tú sueñas también con un niño niñito, Ese soy yo. Nena, nena nenita.Música.Nena, nena nenita.Música.Nena, nena nenita.(repetir).|Nena, nena nenita Y si tú piensas también en un niño niñito, Cerca de ti. Nena, nena nenita Y si tú sueñas también con un niño niñito, Ese soy yo. Nena, nenita querida, Te busco, te sigo por donde tú vas, Mira por donde tú quieras, Cuando tú lo quieras Y ahí me verás. Nena, nena nenita Y si tú sueñas también con un niño niñito, Ese soy yo.<>Música.<>Nena, nena nenita Y si tú sueñas también con un niño niñito, Ese soy yo. Nena, nena nenita.<>Música.<>Nena, nena nenita.<>Música.<>Nena, nena nenita.<>(repetir).<>|es|499|[('active', 72.832190990448), ('stereotype', 60.99079251289368), ('dominance', 13.89402151107788), ('sexual_harassment', 8.28169733285904)]|('(repetir).', ('stereotype', 6.504391133785248), 4)
431|Vienes o Voy|Juan Gabriel|Vienes o voy mas vale que vengas pues yo si voy en vano sabes que no ireEstoy enamorado y cuando estoy desesperado soy capaz de todo de una forma o de mil modos hago cuanto puedo por que devo y por que quiero estar con mi amorvienes o voy piensalo bien vuelve pronto ahora con el ser que mas te adora y de los dos ya sabes quien essi yo de a qui me muevo veras que no es un juego mira soy tu amigo y en todo estoy contigo te comprendo que no puedes mas pero yo quiero mas oyeveine o voytodo por estar contigo todo lo hare todo lo hare de ti soy mas que un buen amigo y acuerdate y acuerdateque cumplo todo lo que digo asi es que ven asi es que vente advierto que si voy me quedo un año y no te hare ni quiero ni problemas yo te juro no te causare oyeultima vez vienes o voy para estar a qui en mis brazos un dia mas te doy de plazo ni un dia mas como vezme llamas y me dices que me amas y me estrañas no me es suficiente por que tengo muchas ganasde verte de amarte de darte y hacerte lo que a ti te gusta mastodo por estar contigo todo lo hare todo lo hare de ti soy mas que un buen amigoy acuerdate y acuerdateque cumplo todo lo que digo asi es que ven asi es que vente advierto que si voy me quedo un año no te hare ni quiero y problemas yo te juro no te causaretodo por estar contigo todo lo hare todo lo harede ti soy mas que un buen amigo y acuerdate y acuerdateque cumplo todo lo que digo asi que es que tu ventodo por  estar contigotodo lo hareVienes o voy (5x)asi es que ven..vienes o voy|Vienes o voy mas vale que vengas pues yo si voy en vano sabes que no ire<>Estoy enamorado y cuando estoy desesperado soy capaz de todo de una forma o de mil modos hago cuanto puedo por que devo y por que quiero estar con mi amor<>vienes o voy piensalo bien vuelve pronto ahora con el ser que mas te adora y de los dos ya sabes quien es<>si yo de a qui me muevo veras que no es un juego mira soy tu amigo y en todo estoy contigo te comprendo que no puedes mas pero yo quiero mas oye<>veine o voy<>todo por estar contigo todo lo hare todo lo hare de ti soy mas que un buen amigo y acuerdate y acuerdate<>que cumplo todo lo que digo asi es que ven asi es que ven<>te advierto que si voy me quedo un año y no te hare ni quiero ni problemas yo te juro no te causare oye<>ultima vez vienes o voy para estar a qui en mis brazos un dia mas te doy de plazo ni un dia mas como vez<>me llamas y me dices que me amas y me estrañas no me es suficiente por que tengo muchas ganas<>de verte de amarte de darte y hacerte lo que a ti te gusta mas<>todo por estar contigo todo lo hare todo lo hare de ti soy mas que un buen amigo<>y acuerdate y acuerdate<>que cumplo todo lo que digo asi es que ven asi es que ven<>te advierto que si voy me quedo un año no te hare ni quiero y problemas yo te juro no te causare<>todo por estar contigo todo lo hare todo lo hare<>de ti soy mas que un buen amigo y acuerdate y acuerdate<>que cumplo todo lo que digo asi que es que tu ven<>todo por  estar contigo<>todo lo hare<>Vienes o voy (5x)<>asi es que ven..<>vienes o voy<>|es|1497|[('active', 13.438627123832703), ('sexual_harassment', 5.75430803000927), ('dominance', 5.244452878832817), ('stereotype', 3.9871402084827423)]|('vienes o voy', ('stereotype', 3.9680592715740204), 2)
432|Mira Mi Soledad|Juan Gabriel|ón 'Mira mi soledad' a tu celularQuerida, cada momento de mi vida yo pienso en ti mas cada dia mira mi soledad mira mi soledad que no me sienta nada bien..ohh ven ya Querida, no me ha sanado bien la herida te extraño y lloro todavia mira mi soledad mira mi soledad que no me sienta nada bien..oh ven ya Querida, piensa en mi solo un momento y ven date cuenta de que el tiempo es cruel y lo he pasado yo sin ti..oh ven ya..ah ah Querida, hazlo por quien mas quieras tu yo quiero ver de nuevo luz en toda mi casa Oh oh querida, ven a mi que estoy sufriendo ven a mi que estoy muriendo en esta soledad en esta soledad que no me sienta nada bien....ven Querida, por lo que quieras tu mas ven mas compasion de mi tu ten mira mi soledad mira mi soledad que no me sienta nada bien Querida, Querida, Dime cuando tu dime cuando tu dime cuando tu vas a volver ajai dime cuando tu dime cuando tu dime cuando tu vas a volver Querida.....eje, Querida, Dime cuando tu dime cuando tu dime cuando tu vas a volver ajai dime cuando tu dime cuando tu dime cuando tu vas a volver Aja aja tu, ven a mi soledad...tu Yo no puedo ni me quiero olvidar ahu Dime cuando tu.... hey tu Dime cuando tu.... hey tu|ón 'Mira mi soledad' a tu celular<>Querida, cada momento de mi vida yo pienso en ti mas cada dia mira mi soledad mira mi soledad que no me sienta nada bien..ohh ven ya Querida, no me ha sanado bien la herida te extraño y lloro todavia mira mi soledad mira mi soledad que no me sienta nada bien..oh ven ya Querida, piensa en mi solo un momento y ven date cuenta de que el tiempo es cruel y lo he pasado yo sin ti..oh ven ya..ah ah Querida, hazlo por quien mas quieras tu yo quiero ver de nuevo luz en toda mi casa Oh oh querida, ven a mi que estoy sufriendo ven a mi que estoy muriendo en esta soledad en esta soledad que no me sienta nada bien....ven Querida, por lo que quieras tu mas ven mas compasion de mi tu ten mira mi soledad mira mi soledad que no me sienta nada bien Querida, Querida, Dime cuando tu dime cuando tu dime cuando tu vas a volver ajai dime cuando tu dime cuando tu dime cuando tu vas a volver Querida.....eje, Querida, Dime cuando tu dime cuando tu dime cuando tu vas a volver ajai dime cuando tu dime cuando tu dime cuando tu vas a volver Aja aja tu, ven a mi soledad...tu Yo no puedo ni me quiero olvidar ahu Dime cuando tu.... hey tu Dime cuando tu.... hey tu<>|es|1182|[('active', 24.04523938894272), ('dominance', 15.773329138755798), ('stereotype', 6.193455308675766), ('discredit', 2.6874544098973274)]|('Querida, cada momento de mi vida yo pienso en ti mas cada dia mira mi soledad mira mi soledad que no me sienta nada bien..ohh ven ya Querida, no me ha sanado bien la herida te extraño y lloro todavia mira mi soledad mira mi soledad que no me sienta nada bien..oh ven ya Querida, piensa en mi solo un momento y ven date cuenta de que el tiempo es cruel y lo he pasado yo sin ti..oh ven ya..ah ah Querida, hazlo por quien mas quieras tu yo quiero ver de nuevo luz en toda mi casa Oh oh querida, ven a mi que estoy sufriendo ven a mi que estoy muriendo en esta soledad en esta soledad que no me sienta nada bien....ven Querida, por lo que quieras tu mas ven mas compasion de mi tu ten mira mi soledad mira mi soledad que no me sienta nada bien Querida, Querida, Dime cuando tu dime cuando tu dime cuando tu vas a volver ajai dime cuando tu dime cuando tu dime cuando tu vas a volver Querida.....eje, Querida, Dime cuando tu dime cuando tu dime cuando tu vas a volver ajai dime cuando tu dime cuando tu dime cuando tu vas a volver Aja aja tu, ven a mi soledad...tu Yo no puedo ni me quiero olvidar ahu Dime cuando tu.... hey tu Dime cuando tu.... hey tu', ('dominance', 39.806535840034485), 0)
434|Nunca Nunca Nunca|Pedro Vargas|Nunca, nunca, nunca pensé que me amaras Como iba pensarlo tan pobre que soy Como iba pensarlo si eres tan bonita Si eres tan hermosa, si eres tan gentilSufrí mucho tiempo, lloré muchas veces La vida inclemente todo me negó Nunca me miraste como ahora me miras Bendito sea el cielo, que al fin me escuchóNunca, nunca, nunca pensé que tus labios Me hicieran caricias que tanto anllé Como iba a pensarlo si siempre que hablabas Caían en mi vida gotitas de hielLas dichas ajenas fueron los testigos De todas las penas que pasé por ti Nunca me besaste como ahora me besas Bendito sea el cielo que al fin me escuchóYo ya no me acuerdo ni quiero acordarme De tantas tristezas y tanto dolor Tu amor y mi dicha, dueña de mi vida Han hecho que olvida lo que yo sufríNunca, nunca, nunca creí merecerte Y ahora que eres mía ya no sé que hacer Y porque eres buena y porque eres bonita Te entrego los restos del que fue mi amor|Nunca, nunca, nunca pensé que me amaras Como iba pensarlo tan pobre que soy Como iba pensarlo si eres tan bonita Si eres tan hermosa, si eres tan gentil<>Sufrí mucho tiempo, lloré muchas veces La vida inclemente todo me negó Nunca me miraste como ahora me miras Bendito sea el cielo, que al fin me escuchó<>Nunca, nunca, nunca pensé que tus labios Me hicieran caricias que tanto anllé Como iba a pensarlo si siempre que hablabas Caían en mi vida gotitas de hiel<>Las dichas ajenas fueron los testigos De todas las penas que pasé por ti Nunca me besaste como ahora me besas Bendito sea el cielo que al fin me escuchó<>Yo ya no me acuerdo ni quiero acordarme De tantas tristezas y tanto dolor Tu amor y mi dicha, dueña de mi vida Han hecho que olvida lo que yo sufrí<>Nunca, nunca, nunca creí merecerte Y ahora que eres mía ya no sé que hacer Y porque eres buena y porque eres bonita Te entrego los restos del que fue mi amor<>|es|913|[('active', 35.4684442281723), ('sexual_harassment', 19.89554464817047), ('stereotype', 10.693471878767014), ('dominance', 4.003880545496941)]|('Nunca, nunca, nunca creí merecerte Y ahora que eres mía ya no sé que hacer Y porque eres buena y porque eres bonita Te entrego los restos del que fue mi amor', ('sexual_harassment', 55.76992630958557), 3)
435|Por Ti|Oscar Chavez|Por ti yo dejé de pensar en el mar Por ti yo dejé de fijarme en el cielo Por ti me ha dado por llorar como el mar Me he puesto a sollozar como el cielo Me ha dado por llorarPor ti la ternura se niega conmigo Por ti la amargura me sigue y la sigo Por ti me estoy volviendo loco de celos Se vuelven contra mí mis anhelos Se vuelven contra míPor ti la vida se me ha vuelto un infierno Por ti estoy muerto de amor tan enfermo Por ti se han vuelto llaga el sol y el dolor Se han vuelto mal la flor y el amor Se ha vuelto mal la florPor ti el mar es la locura del cielo Por ti el llanto es una llaga de celos Por ti el dolor es el sol sin la flor El infierno es amor tan eterno El infierno es amorPor ti, por ti, por ti, por ti|Por ti yo dejé de pensar en el mar Por ti yo dejé de fijarme en el cielo Por ti me ha dado por llorar como el mar Me he puesto a sollozar como el cielo Me ha dado por llorar<>Por ti la ternura se niega conmigo Por ti la amargura me sigue y la sigo Por ti me estoy volviendo loco de celos Se vuelven contra mí mis anhelos Se vuelven contra mí<>Por ti la vida se me ha vuelto un infierno Por ti estoy muerto de amor tan enfermo Por ti se han vuelto llaga el sol y el dolor Se han vuelto mal la flor y el amor Se ha vuelto mal la flor<>Por ti el mar es la locura del cielo Por ti el llanto es una llaga de celos Por ti el dolor es el sol sin la flor El infierno es amor tan eterno El infierno es amor<>Por ti, por ti, por ti, por ti<>|es|721|[('active', 6.0494620352983475), ('sexual_harassment', 3.1867649406194687), ('stereotype', 2.3750822991132736), ('dominance', 1.6297660768032074)]|('Por ti, por ti, por ti, por ti', ('stereotype', 20.979200303554535), 0)
436|Yo Soy Un Pajarito|Agustín Lara|Yo soy un pajarillo Que te canta en la reja Y es mi trino la queja De amorosa canciónEn la noche callada Sensual y perfumada Una sola mirada Calmará mi dolorQuisiera que en mis vuelos Errantes y lejanos Me siguieran tus manos Para decirme adiósY volver a tu reja Trayendo nuevos trinos Y perfumes divinos Y promesas de amor|Yo soy un pajarillo Que te canta en la reja Y es mi trino la queja De amorosa canción<>En la noche callada Sensual y perfumada Una sola mirada Calmará mi dolor<>Quisiera que en mis vuelos Errantes y lejanos Me siguieran tus manos Para decirme adiós<>Y volver a tu reja Trayendo nuevos trinos Y perfumes divinos Y promesas de amor<>|es|323|[('active', 3.5918761044740677), ('stereotype', 3.2775837928056717), ('sexual_harassment', 2.081930451095104), ('dominance', 1.6406549140810966)]|('Y volver a tu reja Trayendo nuevos trinos Y perfumes divinos Y promesas de amor', ('stereotype', 4.700877889990807), 0)
438|Obsesion|Los Tri-o|Por alto esteel cielo en el mundo Por hondo que sea el mar profundo No habra una barrera en el mundo Que mi amor profundo No rompa por ti Amor es el pan de la vida Amor es la copa divina Amor es un algo sin nombre Que obsesiona a un hombre por una mujer Yo estoy obsesionado contigo El mundo es testigo de mi frenesi Por mas que se oponga el destino Seras para mi Para mi|Por alto esteel cielo en el mundo Por hondo que sea el mar profundo No habra una barrera en el mundo Que mi amor profundo No rompa por ti Amor es el pan de la vida Amor es la copa divina Amor es un algo sin nombre Que obsesiona a un hombre por una mujer Yo estoy obsesionado contigo El mundo es testigo de mi frenesi Por mas que se oponga el destino Seras para mi Para mi<>|es|371|[('active', 4.646674543619156), ('stereotype', 4.132324457168579), ('sexual_harassment', 2.0343583077192307), ('passive', 1.4188963919878006)]|('Por alto esteel cielo en el mundo Por hondo que sea el mar profundo No habra una barrera en el mundo Que mi amor profundo No rompa por ti Amor es el pan de la vida Amor es la copa divina Amor es un algo sin nombre Que obsesiona a un hombre por una mujer Yo estoy obsesionado contigo El mundo es testigo de mi frenesi Por mas que se oponga el destino Seras para mi Para mi', ('stereotype', 4.646674543619156), 0)
439|Ases y Tercia de Reyes|Juan Gabriel|Tu no tienes nada y yo tengo ases y tercia de reyes enseña tu juego y te daras cuenta de que nada tienes ya lo vez corazon como pierdes ya lo vez corazon que conmigo no puedesTe doy la revancha para que te quedes mejor concencida que con mi cariño nunca haz de tener ninguna salida quisiste jugar para ver quien se iva y si en este pierdo ahora que mas da ya me ivahija miaSi ahora te arrepientes y contodaelalma de haberme querido pero nunca es tarde para levantarse despues de caido ya lo vez corazon como pierdes ya lo vez corazon que conmigo no puedesTe doy la revancha para que te quedes mejor convencida que con mi cariño nunca haz de tener ninguna salida quisiste jugar para ver quien se iva y si en este pierdo ahora que mas da Ya me iva|Tu no tienes nada y yo tengo ases y tercia de reyes enseña tu juego y te daras cuenta de que nada tienes ya lo vez corazon como pierdes ya lo vez corazon que conmigo no puedes<>Te doy la revancha para que te quedes mejor concencida que con mi cariño nunca haz de tener ninguna salida quisiste jugar para ver quien se iva y si en este pierdo ahora que mas da ya me iva<>hija mia<>Si ahora te arrepientes y contodaelalma de haberme querido pero nunca es tarde para levantarse despues de caido ya lo vez corazon como pierdes ya lo vez corazon que conmigo no puedes<>Te doy la revancha para que te quedes mejor convencida que con mi cariño nunca haz de tener ninguna salida quisiste jugar para ver quien se iva y si en este pierdo ahora que mas da Ya me iva<>|es|745|[('active', 26.599571108818054), ('dominance', 10.799913108348846), ('stereotype', 10.584645718336105), ('sexual_harassment', 6.764890253543854)]|('Te doy la revancha para que te quedes mejor convencida que con mi cariño nunca haz de tener ninguna salida quisiste jugar para ver quien se iva y si en este pierdo ahora que mas da Ya me iva', ('sexual_harassment', 52.69635319709778), 3)
440|Somos|Eydie Gorme Y Trio Los Panchos|Somos un sueño imposible  que busca la noche  para olvidarse del mundo,  del tiempo y de todo...  Somos en nuestra quimera  doliente y querida  dos hojas que el viento  juntó en el otoño.  Somos dos seres que en uno  que amando se muere  para guardar en secreto  lo mucho que quiere.  Pero, qué importa la vida  con esta separación?  Somos dos gotas de llanto  en una canción. Nada más que eso somos,  nada más.|Somos un sueño imposible  que busca la noche  para olvidarse del mundo,  del tiempo y de todo...  Somos en nuestra quimera  doliente y querida  dos hojas que el viento  juntó en el otoño.  Somos dos seres que en uno  que amando se muere  para guardar en secreto  lo mucho que quiere.  Pero, qué importa la vida  con esta separación?  Somos dos gotas de llanto  en una canción. <>Nada más que eso somos,  nada más.<>|es|411|[('stereotype', 2.301933616399765), ('active', 2.137034945189953), ('passive', 1.7241938039660454), ('dominance', 1.529956515878439)]|('Nada más que eso somos,  nada más.', ('dominance', 9.602824598550797), 0)
441|Una Lágrima En Tu Rostro|Antonio Prieto|Una lágrima en tu rostro, Me ha costado muchas cosas Y después de tanto tiempo, no sé Cuanto soy para ti.Una lágrima sumaba, A través de tu sonrisa, Supe así que tú me amabas a mí Y también que me amas hoy.Nunca he comprendido, No sabía que, Que tú… que tú… Tú me amabas más, Pero no lo encostraste ayer El valor de decírmelo y…Y esa lágrima en tu rostro, Un milagro prodigioso, Que me dijo en ese instante, que tú Eres mi único amor.Música.Nunca he comprendido, No sabía que, Que tú… que tú… Tú me amabas más, Pero no lo encostraste ayer El valor de decírmelo y…Y esa lágrima en tu rostro, Un milagro prodigioso, Que me dijo en ese instante, que tú Eres mi único amor.|Una lágrima en tu rostro, Me ha costado muchas cosas Y después de tanto tiempo, no sé Cuanto soy para ti.<>Una lágrima sumaba, A través de tu sonrisa, Supe así que tú me amabas a mí Y también que me amas hoy.<>Nunca he comprendido, No sabía que, Que tú… que tú… Tú me amabas más, Pero no lo encostraste ayer El valor de decírmelo y…<>Y esa lágrima en tu rostro, Un milagro prodigioso, Que me dijo en ese instante, que tú Eres mi único amor.<>Música.<>Nunca he comprendido, No sabía que, Que tú… que tú… Tú me amabas más, Pero no lo encostraste ayer El valor de decírmelo y…<>Y esa lágrima en tu rostro, Un milagro prodigioso, Que me dijo en ese instante, que tú Eres mi único amor.<>|es|669|[('active', 13.516654074192047), ('sexual_harassment', 7.481227815151215), ('stereotype', 5.648558959364891), ('dominance', 3.2670941203832626)]|('Y esa lágrima en tu rostro, Un milagro prodigioso, Que me dijo en ese instante, que tú Eres mi único amor.', ('sexual_harassment', 53.157323598861694), 3)
442|El Traje Blanco|Julio Jaramillo|Esta noche tengo el llanto floreciéndome en los ojos Hoy he vuelto a verla a ella y me dolió el corazónY llevaba el traje blanco que le regale una tarde Para pagar de algún modo los mil besos que me dioQue iluso fui al creer, que ya la había olvidado Que eran cosas de ayer, una aventura más En mi vivirY al verla frente a mi y con el traje blanco, ha vuelto a renacer El pasado que fue felicidadY volví a sentir sus besos hay quemándome los labios Y el calor de sus caricias quemándome la piel Y por eso tengo el llanto floreciéndome en los ojos Porque he vuelto a verla a ella pero ya no es para míQue iluso fui al creer, que ya la había olvidado Que eran cosas de ayer, una aventura más En mi vivirY al verla frente a mi y con el traje blanco, ha vuelto a renacer El pasado que fue felicidadY volví a sentir sus besos hay quemándome los labios Y el calor de sus caricias quemándome la piel Y por eso tengo el llanto floreciéndome en los ojos Porque he vuelto a verla a ella pero ya no es para mí|Esta noche tengo el llanto floreciéndome en los ojos Hoy he vuelto a verla a ella y me dolió el corazón<>Y llevaba el traje blanco que le regale una tarde Para pagar de algún modo los mil besos que me dio<>Que iluso fui al creer, que ya la había olvidado Que eran cosas de ayer, una aventura más En mi vivir<>Y al verla frente a mi y con el traje blanco, ha vuelto a renacer El pasado que fue felicidad<>Y volví a sentir sus besos hay quemándome los labios Y el calor de sus caricias quemándome la piel Y por eso tengo el llanto floreciéndome en los ojos Porque he vuelto a verla a ella pero ya no es para mí<>Que iluso fui al creer, que ya la había olvidado Que eran cosas de ayer, una aventura más En mi vivir<>Y al verla frente a mi y con el traje blanco, ha vuelto a renacer El pasado que fue felicidad<>Y volví a sentir sus besos hay quemándome los labios Y el calor de sus caricias quemándome la piel Y por eso tengo el llanto floreciéndome en los ojos Porque he vuelto a verla a ella pero ya no es para mí<>|es|998|[('active', 8.929969370365143), ('stereotype', 4.657723009586334), ('sexual_harassment', 3.284522518515587), ('passive', 1.4578199945390224)]|('Y volví a sentir sus besos hay quemándome los labios Y el calor de sus caricias quemándome la piel Y por eso tengo el llanto floreciéndome en los ojos Porque he vuelto a verla a ella pero ya no es para mí', ('sexual_harassment', 45.09391486644745), 0)
444|Me Gusta Bailar Contigo|Juan Gabriel|Ven, que me gusta bailar nada mas contigo Que me gusta bailar, nada mas contigo Que me gusta bailar, nada mas contigo Que me gusta bailar nada mas queVen, que te voy a decir algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, que te voy a decir Que te voy a decirQue te quiero mucho, que te quiero mucho Que te quiero mucho, que te quiero muchoMírame, mírame Abrázame, abrázame Besame, besame Amame, amameVen que me gusta que estés, nada mas conmigo Que me gusta que estés, nada mas conmigo Que me gusta que estés, nada mas conmigo Que me gusta que estés nada queVen, que te voy a decir algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, que te voy a decir Que te voy a decirQue te quiero mucho, que te quiero mucho Que te quiero mucho, que te quiero muchoMírame, mírame Abrázame, abrázame Besame, besame Amame, amame|Ven, que me gusta bailar nada mas contigo Que me gusta bailar, nada mas contigo Que me gusta bailar, nada mas contigo Que me gusta bailar nada mas que<>Ven, que te voy a decir algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, que te voy a decir Que te voy a decir<>Que te quiero mucho, que te quiero mucho Que te quiero mucho, que te quiero mucho<>Mírame, mírame Abrázame, abrázame Besame, besame Amame, amame<>Ven que me gusta que estés, nada mas conmigo Que me gusta que estés, nada mas conmigo Que me gusta que estés, nada mas conmigo Que me gusta que estés nada que<>Ven, que te voy a decir algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, algo en el oído Que te voy a decir, que te voy a decir Que te voy a decir<>Que te quiero mucho, que te quiero mucho Que te quiero mucho, que te quiero mucho<>Mírame, mírame Abrázame, abrázame Besame, besame Amame, amame<>|es|930|[('active', 50.047463178634644), ('sexual_harassment', 36.00131273269653), ('dominance', 8.842746913433075), ('stereotype', 6.7040495574474335)]|('Mírame, mírame Abrázame, abrázame Besame, besame Amame, amame', ('dominance', 71.56214714050293), 2)
